symbol,pole_date,pole_low,pole_high,pole_high_date,pole_gain,flag_bars,flag_end_date,rail,rail_slope_pct,sweep_date,sweep_low,sweep_below_pct,entry_date,entry,stop,target,risk_pct,reward_R,atr,status,bars_since_entry,vol_x20,sweep_bars,sweep_red,sweep_red_frac,sweep_vol_x20,sweep_vol_vs_drift,sweep_close_pos,sweep_leg_pct,turnover_cr,entry_gt_prior_high,entry_gt_flush_high,entry_vs_rail_pct,rebased,rebased_from,R_voided,outcome,R,ret_horizon,mfe,mae,bars_held,R_struct,outcome_struct,bars_held_struct,entry_idx,sweep_idx,flag_end_idx,pole_idx,trigger_mode,exit_date_void,voided_setups,shortName,mcap_cr,watchlist,year,nifty_bull
BDL.NS,2025-05-13,1398.0,1991.5,2025-05-27,0.4245,37,2025-07-17,1793.0,-0.081,2025-08-29,1413.6,-21.16,2025-08-13,1591.0,1384.39,1991.5,12.99,1.94,58.43,DONE,,3.55,30,21,0.7,3.55,5.21,0.61,-4.41,125.37,False,False,,0,,0.0,voided,-0.78,-0.0586,0.0396,-0.1119,9,,,,1825,1806,-1,-1,first_bullish,2025-08-28,,BHARAT DYNAMICS LIMITED,42338.0,False,2025,True
PREMEXPLN.NS,2025-05-09,370.9,621.65,2025-05-20,0.6761,49,2025-07-28,478.35,-0.176,2025-08-07,414.0,-13.45,2025-08-13,512.3,400.77,621.65,21.77,0.98,26.45,DONE,,17.95,9,7,0.78,3.31,6.99,0.86,-4.07,15.2,True,True,7.1,0,,0.0,target,0.98,0.1492,0.3352,-0.0416,23,0.98,target,23.0,2262,2250,2250,2194,first_bullish,,,PREMIER EXPLOSIVES LTD,3660.0,False,2025,True
HONASA.NS,2025-05-23,237.0,329.5,2025-06-04,0.3903,35,2025-07-23,280.5,-0.271,2025-08-11,255.45,-8.93,2025-08-13,285.15,249.55,329.5,12.48,1.25,11.79,DONE,,52.99,14,5,0.36,2.08,4.28,0.81,-4.2,37.72,True,True,1.66,0,,0.0,time,-0.09,-0.0028,0.0871,-0.067,60,-0.09,time,60.0,436,421,421,378,rail_reclaim,,,HONASA CONSUMER LIMITED,15419.3,False,2025,True
FMGOETZE.NS,2025-06-17,441.65,622.0,2025-07-01,0.4084,30,2025-08-12,522.0,-0.07,2025-08-12,358.0,-31.42,2025-08-13,517.0,475.07,622.0,8.11,2.5,25.86,DONE,,0.88,0,0,,,,,,112.42,False,False,,0,,0.0,voided,-0.65,0.0088,0.1168,-0.1201,38,,,,2375,2374,-1,-1,first_bullish,2025-10-09,,FEDERAL-MOGUL GOETZE (IND,2606.1,False,2025,True
IFGLEXPOR.NS,2025-05-12,171.3,262.5,2025-05-26,0.5324,45,2025-07-28,243.9,0.147,2025-08-12,217.9,-10.66,2025-08-13,232.82,212.3,262.5,8.81,1.45,11.19,DONE,,0.86,12,7,0.58,0.64,1.02,0.19,-3.96,1.15,True,True,-4.54,2,"2025-07-29,2025-08-01",-0.95,target,1.45,0.0934,0.4518,-0.0193,3,1.45,target,3.0,2375,2363,2363,2308,first_bullish,,"[Setup(symbol='IFGLEXPOR.NS', pole_date='2025-05-12', pole_low=171.3, pole_high=262.5, pole_high_date='2025-05-26', pole_gain=0.5324, flag_bars=45, flag_end_date='2025-07-28', rail=243.9, rail_slope_pct=0.147, sweep_date='2025-08-12', sweep_low=217.9, sweep_below_pct=-10.66, entry_date='2025-07-29', entry=242.95, stop=225.3, target=262.5, risk_pct=7.26, reward_R=1.11, atr=10.39, status='DONE', bars_since_entry=nan, vol_x20=0.37, sweep_bars=12, sweep_red=7, sweep_red_frac=0.58, sweep_vol_x20=0.64, sweep_vol_vs_drift=1.02, sweep_close_pos=0.19, sweep_leg_pct=-3.96, turnover_cr=1.15, entry_gt_prior_high=False, entry_gt_flush_high=False, entry_vs_rail_pct=nan, rebased=0, rebased_from='', R_voided=0.0, outcome='voided', R=-0.52, ret_horizon=-0.0029, mfe=0.3912, mae=-0.1031, bars_held=2, R_struct=nan, outcome_struct='', bars_held_struct=nan, entry_idx=2364, sweep_idx=2363, flag_end_idx=-1, pole_idx=-1), Setup(symbol='IFGLEXPOR.NS', pole_date='2025-05-12', pole_low=171.3, pole_high=262.5, pole_high_date='2025-05-26', pole_gain=0.5324, flag_bars=45, flag_end_date='2025-07-28', rail=243.9, rail_slope_pct=0.147, sweep_date='2025-08-12', sweep_low=217.9, sweep_below_pct=-10.66, entry_date='2025-08-01', entry=238.22, stop=212.84, target=262.5, risk_pct=10.65, reward_R=0.96, atr=10.11, status='DONE', bars_since_entry=nan, vol_x20=0.35, sweep_bars=12, sweep_red=7, sweep_red_frac=0.58, sweep_vol_x20=0.64, sweep_vol_vs_drift=1.02, sweep_close_pos=0.19, sweep_leg_pct=-3.96, turnover_cr=1.15, entry_gt_prior_high=False, entry_gt_flush_high=False, entry_vs_rail_pct=nan, rebased=0, rebased_from='', R_voided=0.0, outcome='voided', R=-0.43, ret_horizon=0.0221, mfe=0.4189, mae=-0.0853, bars_held=6, R_struct=nan, outcome_struct='', bars_held_struct=nan, entry_idx=2367, sweep_idx=2363, flag_end_idx=-1, pole_idx=-1)]",IFGL REFRACTORIES LIMITED,1400.3,False,2025,True
PENIND.NS,2025-06-02,192.53,257.7,2025-06-04,0.3385,11,2025-06-19,228.97,-0.658,2025-08-14,211.27,-7.73,2025-08-13,223.26,205.6,257.7,7.91,1.95,11.35,DONE,,0.56,41,21,0.51,2.76,6.07,0.1,-7.53,9.26,False,False,,0,,0.0,voided,-0.6,0.0536,0.2537,-0.0537,1,,,,2375,2336,-1,-1,first_bullish,2025-08-14,,PENNAR INDUSTRIES LTD,2412.2,False,2025,True
PFIZER.NS,2025-05-20,4100.1,5750.0,2025-06-03,0.4024,43,2025-08-01,5179.0,-0.232,2025-09-26,4770.5,-7.89,2025-08-14,5328.0,4697.71,5750.0,11.83,0.67,145.57,DONE,,23.18,39,26,0.67,23.18,46.31,0.77,-3.98,21.73,False,False,,0,,0.0,voided,-0.67,-0.0793,0.1024,-0.1046,30,,,,2376,2367,-1,-1,rail_reclaim,2025-09-29,,PFIZER LTD,18510.4,False,2025,True
SURAJEST.NS,2025-06-05,303.95,398.7,2025-06-06,0.3117,36,2025-07-28,310.4,-0.505,2025-07-28,171.3,-44.81,2025-08-14,280.35,272.17,398.7,2.92,14.47,9.46,DONE,,0.24,0,0,,,,,,7.34,False,False,,0,,0.0,voided,-0.28,-0.0082,0.2461,-0.0606,30,,,,405,392,-1,-1,first_bullish,2025-09-29,,SURAJ ESTATE DEVELOPERS L,1052.0,False,2025,True
SHARDACROP.NS,2025-07-25,775.1,1181.0,2025-07-29,0.5237,7,2025-08-07,1042.2,-0.563,2025-08-07,755.55,-27.5,2025-08-18,994.8,896.55,1181.0,9.88,1.9,57.1,DONE,,0.17,0,0,,,,,,7.85,False,False,,0,,0.0,voided,-0.44,-0.1739,0.0756,-0.2405,2,,,,2377,2371,-1,-1,first_bullish,2025-08-20,,SHARDA CROPCHEM LTD.,6684.4,False,2025,True
PENIND.NS,2025-06-02,192.53,257.7,2025-06-04,0.3385,11,2025-06-19,228.97,-0.658,2025-08-14,211.27,-7.73,2025-08-18,255.3,204.42,257.7,19.93,0.05,13.7,DONE,,10.39,41,21,0.51,2.76,6.07,0.1,-7.53,9.26,True,True,11.5,2,"2025-06-23,2025-08-13",-1.09,target,0.05,-0.0821,0.0964,-0.1246,1,0.05,target,1.0,2377,2336,2336,2323,first_bullish,,"[Setup(symbol='PENIND.NS', pole_date='2025-06-02', pole_low=192.53, pole_high=257.7, pole_high_date='2025-06-04', pole_gain=0.3385, flag_bars=11, flag_end_date='2025-06-19', rail=228.97, rail_slope_pct=-0.658, sweep_date='2025-08-14', sweep_low=211.27, sweep_below_pct=-7.73, entry_date='2025-06-23', entry=222.56, stop=210.4, target=257.7, risk_pct=5.46, reward_R=2.89, atr=9.73, status='DONE', bars_since_entry=nan, vol_x20=0.26, sweep_bars=41, sweep_red=21, sweep_red_frac=0.51, sweep_vol_x20=2.76, sweep_vol_vs_drift=6.07, sweep_close_pos=0.1, sweep_leg_pct=-7.53, turnover_cr=9.26, entry_gt_prior_high=False, entry_gt_flush_high=False, entry_vs_rail_pct=nan, rebased=0, rebased_from='', R_voided=0.0, outcome='voided', R=-0.49, ret_horizon=0.0436, mfe=0.2096, mae=-0.0507, bars_held=36, R_struct=nan, outcome_struct='', bars_held_struct=nan, entry_idx=2338, sweep_idx=2336, flag_end_idx=-1, pole_idx=-1), Setup(symbol='PENIND.NS', pole_date='2025-06-02', pole_low=192.53, pole_high=257.7, pole_high_date='2025-06-04', pole_gain=0.3385, flag_bars=11, flag_end_date='2025-06-19', rail=228.97, rail_slope_pct=-0.658, sweep_date='2025-08-14', sweep_low=211.27, sweep_below_pct=-7.73, entry_date='2025-08-13', entry=223.26, stop=205.6, target=257.7, risk_pct=7.91, reward_R=1.95, atr=11.35, status='DONE', bars_since_entry=nan, vol_x20=0.56, sweep_bars=41, sweep_red=21, sweep_red_frac=0.51, sweep_vol_x20=2.76, sweep_vol_vs_drift=6.07, sweep_close_pos=0.1, sweep_leg_pct=-7.53, turnover_cr=9.26, entry_gt_prior_high=False, entry_gt_flush_high=False, entry_vs_rail_pct=nan, rebased=0, rebased_from='', R_voided=0.0, outcome='voided', R=-0.6, ret_horizon=0.0536, mfe=0.2537, mae=-0.0537, bars_held=1, R_struct=nan, outcome_struct='', bars_held_struct=nan, entry_idx=2375, sweep_idx=2336, flag_end_idx=-1, pole_idx=-1)]",PENNAR INDUSTRIES LTD,2412.2,False,2025,True
PENIND.NS,2025-06-02,192.53,257.7,2025-06-04,0.3385,11,2025-06-19,228.97,-0.658,2025-08-14,211.27,-7.73,2025-08-18,255.3,204.42,257.7,19.93,0.05,13.7,DONE,,10.39,41,21,0.51,2.76,6.07,0.1,-7.53,9.26,True,True,11.5,1,2025-07-15,-0.7,target,0.05,-0.0821,0.0964,-0.1246,1,0.05,target,1.0,2377,2336,2336,2323,rail_reclaim,,"[Setup(symbol='PENIND.NS', pole_date='2025-06-02', pole_low=192.53, pole_high=257.7, pole_high_date='2025-06-04', pole_gain=0.3385, flag_bars=11, flag_end_date='2025-06-19', rail=228.97, rail_slope_pct=-0.658, sweep_date='2025-08-14', sweep_low=211.27, sweep_below_pct=-7.73, entry_date='2025-07-15', entry=238.48, stop=207.11, target=257.7, risk_pct=13.15, reward_R=0.61, atr=8.32, status='DONE', bars_since_entry=nan, vol_x20=2.29, sweep_bars=41, sweep_red=21, sweep_red_frac=0.51, sweep_vol_x20=2.76, sweep_vol_vs_drift=6.07, sweep_close_pos=0.1, sweep_leg_pct=-7.53, turnover_cr=9.26, entry_gt_prior_high=False, entry_gt_flush_high=False, entry_vs_rail_pct=nan, rebased=0, rebased_from='', R_voided=0.0, outcome='voided', R=-0.7, ret_horizon=0.0172, mfe=0.1288, mae=-0.1141, bars_held=20, R_struct=nan, outcome_struct='', bars_held_struct=nan, entry_idx=2354, sweep_idx=2336, flag_end_idx=-1, pole_idx=-1)]",PENNAR INDUSTRIES LTD,2412.2,False,2025,True
APOLLOPIPE.NS,2025-05-23,371.95,494.95,2025-05-27,0.3307,44,2025-07-28,412.35,-0.186,2025-07-28,252.1,-38.86,2025-08-18,393.05,324.94,494.95,17.33,1.5,12.13,DONE,,1.02,0,0,,,,,,11.21,False,False,,0,,0.0,voided,-0.36,-0.1528,0.0668,-0.2668,27,,,,1429,1415,-1,-1,first_bullish,2025-09-25,,APOLLO PIPES LIMITED,2242.1,False,2025,True
HFCL.NS,2025-05-12,72.06,92.65,2025-05-19,0.2857,49,2025-07-25,79.05,-0.149,2025-07-25,68.56,-13.27,2025-08-18,72.93,67.51,92.65,7.43,3.64,2.11,DONE,,0.71,0,0,,,,,,190.55,False,False,,0,,0.0,voided,-0.59,-0.0007,0.0979,-0.0599,7,,,,2377,2362,-1,-1,first_bullish,2025-08-28,,HFCL LIMITED,32241.1,False,2025,True
EPL.NS,2025-05-12,187.99,245.0,2025-05-19,0.3033,50,2025-07-28,225.1,-0.049,2025-11-11,189.0,-16.04,2025-08-18,235.06,184.68,245.0,21.43,0.2,8.64,DONE,,1.04,72,50,0.69,11.27,19.95,0.59,-3.62,240.62,False,False,,0,,0.0,voided,-0.45,-0.124,0.0355,-0.1959,26,,,,2377,2363,-1,-1,rail_reclaim,2025-09-24,,EPL LIMITED,7637.1,False,2025,True
IFGLEXPOR.NS,2025-05-12,171.3,262.5,2025-05-26,0.5324,45,2025-07-28,243.9,0.147,2025-08-12,217.9,-10.66,2025-08-19,275.52,211.75,262.5,23.15,-0.2,12.3,DONE,,74.35,12,7,0.58,0.64,1.02,0.19,-3.96,1.15,True,True,12.96,0,,0.0,target,-0.2,0.0266,0.2268,-0.1725,1,-0.2,target,1.0,2378,2363,2363,2308,rail_reclaim,,,IFGL REFRACTORIES LIMITED,1400.3,False,2025,True
ASTRAZEN.NS,2025-06-02,7800.0,10691.0,2025-06-13,0.3706,43,2025-08-13,8619.0,-0.157,2025-08-26,7955.0,-7.7,2025-08-19,8451.5,7805.3,10691.0,7.65,3.47,299.39,DONE,,0.58,9,7,0.78,11.87,28.09,0.16,-3.04,3.73,False,False,,0,,0.0,voided,-0.67,0.0912,0.1654,-0.0587,5,,,,2378,2375,-1,-1,first_bullish,2025-08-26,,ASTRAZENECA PHARMA IND LT,16477.5,False,2025,True
RAYMOND.NS,2025-06-30,575.0,783.9,2025-07-02,0.3633,23,2025-08-04,654.0,-0.251,2025-08-04,568.2,-13.12,2025-08-19,654.75,556.55,783.9,15.0,1.32,23.3,DONE,,3.4,0,0,,,,,,605.7,False,False,,0,,0.0,voided,-0.56,-0.1103,0.037,-0.2173,7,,,,2378,2368,-1,-1,rail_reclaim,2025-08-29,,RAYMOND LTD,8011.8,False,2025,True
HAPPSTMNDS.NS,2025-06-17,587.9,668.8,2025-06-18,0.1376,38,2025-08-11,589.0,-0.185,2025-08-11,486.6,-17.39,2025-08-19,589.05,556.4,668.8,5.54,2.44,10.6,DONE,,0.52,0,0,,,,,,71.69,False,False,,0,,0.0,voided,-0.68,-0.1074,0.078,-0.1739,6,,,,1217,1212,-1,-1,first_bullish,2025-08-28,,HAPPIEST MINDS TECHNO LTD,4682.2,False,2025,True
RAYMOND.NS,2025-06-30,575.0,783.9,2025-07-02,0.3633,23,2025-08-04,654.0,-0.251,2025-08-04,320.0,-51.07,2025-08-19,654.75,586.35,783.9,10.45,1.89,23.3,DONE,,3.4,0,0,,,,,,605.7,False,False,,0,,0.0,voided,-0.81,-0.1103,0.037,-0.2173,7,,,,2378,2368,-1,-1,first_bullish,2025-08-29,,RAYMOND LTD,8011.8,False,2025,True
SURAJEST.NS,2025-06-05,303.95,398.7,2025-06-06,0.3117,36,2025-07-28,310.4,-0.505,2025-07-28,263.35,-15.16,2025-08-20,321.8,258.09,398.7,19.8,1.21,10.52,DONE,,13.76,0,0,,,,,,7.34,False,False,,0,,0.0,voided,-0.69,-0.1283,0.0856,-0.1816,27,,,,408,392,-1,-1,rail_reclaim,2025-09-29,,SURAJ ESTATE DEVELOPERS L,1052.0,False,2025,True
GALLANTT.NS,2025-07-30,575.65,802.25,2025-08-05,0.3936,7,2025-08-14,699.2,-1.408,2025-08-14,515.1,-26.33,2025-08-20,635.5,552.78,802.25,13.02,2.02,38.94,DONE,,0.59,0,0,,,,,,5.21,False,False,,0,,0.0,voided,-0.4,0.0544,0.1865,-0.1913,4,,,,2379,2376,-1,-1,first_bullish,2025-08-26,,GALLANTT ISPAT LIMITED,13155.8,False,2025,True
TITAGARH.NS,2025-05-16,667.3,974.35,2025-05-19,0.4601,59,2025-08-08,821.55,-0.047,2025-08-11,770.0,-6.27,2025-08-21,855.1,755.73,974.35,11.62,1.2,28.55,DONE,,1.22,2,2,1.0,2.46,3.83,0.15,-5.97,54.74,True,True,4.08,0,,0.0,time,0.17,0.0512,0.1285,-0.0375,60,0.17,time,60.0,2380,2372,2372,2312,rail_reclaim,,,TITAGARH RAIL SYSTEMS LTD,9821.3,False,2025,True
SHARDACROP.NS,2025-07-25,775.1,1181.0,2025-07-29,0.5237,7,2025-08-07,1042.2,-0.563,2025-08-07,755.55,-27.5,2025-08-21,968.4,874.71,1181.0,9.67,2.27,50.59,DONE,,0.15,0,0,,,,,,7.85,False,False,,0,,0.0,voided,-0.69,-0.1333,0.1049,-0.2198,9,,,,2380,2371,-1,-1,first_bullish,2025-09-04,,SHARDA CROPCHEM LTD.,6684.4,False,2025,True
HAPPSTMNDS.NS,2025-06-17,587.9,668.8,2025-06-18,0.1376,38,2025-08-11,589.0,-0.185,2025-08-11,486.6,-17.39,2025-08-21,597.25,480.34,668.8,19.57,0.61,12.53,DONE,,10.3,0,0,,,,,,71.69,False,False,,0,,0.0,voided,-0.26,-0.1223,0.0113,-0.1853,4,,,,1219,1212,-1,-1,rail_reclaim,2025-08-28,,HAPPIEST MINDS TECHNO LTD,4682.2,False,2025,True
ASTRAZEN.NS,2025-06-02,7800.0,10691.0,2025-06-13,0.3706,43,2025-08-13,8619.0,-0.157,2025-08-26,7955.0,-7.7,2025-08-28,8329.0,7806.75,10691.0,6.27,4.52,296.5,DONE,,2.97,9,7,0.78,11.87,28.09,0.16,-3.04,3.73,False,False,-3.36,1,2025-08-19,-0.67,time,1.33,0.112,0.1826,-0.005,60,1.33,time,60.0,2384,2375,2375,2323,first_bullish,,"[Setup(symbol='ASTRAZEN.NS', pole_date='2025-06-02', pole_low=7800.0, pole_high=10691.0, pole_high_date='2025-06-13', pole_gain=0.3706, flag_bars=43, flag_end_date='2025-08-13', rail=8619.0, rail_slope_pct=-0.157, sweep_date='2025-08-26', sweep_low=7955.0, sweep_below_pct=-7.7, entry_date='2025-08-19', entry=8451.5, stop=7805.3, target=10691.0, risk_pct=7.65, reward_R=3.47, atr=299.39, status='DONE', bars_since_entry=nan, vol_x20=0.58, sweep_bars=9, sweep_red=7, sweep_red_frac=0.78, sweep_vol_x20=11.87, sweep_vol_vs_drift=28.09, sweep_close_pos=0.16, sweep_leg_pct=-3.04, turnover_cr=3.73, entry_gt_prior_high=False, entry_gt_flush_high=False, entry_vs_rail_pct=nan, rebased=0, rebased_from='', R_voided=0.0, outcome='voided', R=-0.67, ret_horizon=0.0912, mfe=0.1654, mae=-0.0587, bars_held=5, R_struct=nan, outcome_struct='', bars_held_struct=nan, entry_idx=2378, sweep_idx=2375, flag_end_idx=-1, pole_idx=-1)]",ASTRAZENECA PHARMA IND LT,16477.5,False,2025,True
KERNEX.NS,2025-05-23,694.15,1268.3,2025-06-06,0.8271,33,2025-07-23,1081.1,-0.334,2025-08-28,975.0,-9.81,2025-08-29,1033.3,943.53,1268.3,8.69,2.62,62.95,DONE,,1.09,25,13,0.52,4.74,15.67,0.26,-5.0,36.51,False,False,-4.42,1,2025-07-29,-0.48,target,2.62,0.1867,0.3791,-0.0246,31,2.62,target,31.0,2385,2360,2360,2317,first_bullish,,"[Setup(symbol='KERNEX.NS', pole_date='2025-05-23', pole_low=694.15, pole_high=1268.3, pole_high_date='2025-06-06', pole_gain=0.8271, flag_bars=33, flag_end_date='2025-07-23', rail=1081.1, rail_slope_pct=-0.334, sweep_date='2025-08-28', sweep_low=975.0, sweep_below_pct=-9.81, entry_date='2025-07-29', entry=1032.5, stop=952.72, target=1268.3, risk_pct=7.73, reward_R=2.96, atr=44.55, status='DONE', bars_since_entry=nan, vol_x20=0.61, sweep_bars=25, sweep_red=13, sweep_red_frac=0.52, sweep_vol_x20=4.74, sweep_vol_vs_drift=15.67, sweep_close_pos=0.26, sweep_leg_pct=-5.0, turnover_cr=36.51, entry_gt_prior_high=False, entry_gt_flush_high=False, entry_vs_rail_pct=nan, rebased=0, rebased_from='', R_voided=0.0, outcome='voided', R=-0.48, ret_horizon=0.0674, mfe=0.3801, mae=-0.0557, bars_held=20, R_struct=nan, outcome_struct='', bars_held_struct=nan, entry_idx=2364, sweep_idx=2360, flag_end_idx=-1, pole_idx=-1)]",KERNEX MICROSYS(I) LTD,2858.0,False,2025,True
